508	  0,5612  0,0015  0,0000  0,0099
509	  0,5618  0,0017  0,0000  0,0092
510	  0,5605  0,0021  0,0000  0,0087
511	  0,5590  0,0027  0,0000  0,0083
512	  0,5543  0,0037  0,0000  0,0081
513	  0,5317  0,0053  0,0000  0,0081
514	  0,4634  0,0079  0,0000  0,0084
515	  0,3491  0,0121  0,0000  0,0089
516	  0,2330  0,0182  0,0000  0,0097
517	  0,1497  0,0258  0,0000  0,0106
518	  0,0991  0,0341  0,0000  0,0113
519	  0,0701  0,0429  0,0000  0,0113
520	  0,0533  0,0533  0,0000  0,0102
521	  0,0433  0,0674  0,0000  0,0083
522	  0,0367  0,0876  0,0000  0,0062
523	  0,0308  0,1178  0,0000  0,0046
524	  0,0241  0,1611  0,0000  0,0034
525	  0,0170  0,2208  0,0000  0,0026
526	  0,0111  0,2949  0,0000  0,0020
527	  0,0072  0,3767  0,0000  0,0016
528	  0,0048  0,4509  0,0000  0,0013
529	  0,0034  0,5056  0,0000  0,0011
530	  0,0025  0,5352  0,0000  0,0010
531	  0,0020  0,5449  0,0000  0,0009
532	  0,0017  0,5413  0,0000  0,0009
533	  0,0016  0,5332  0,0000  0,0009
534	  0,0014  0,5246  0,0000  0,0009
535	  0,0013  0,5192  0,0000  0,0009
536	  0,0011  0,5165  0,0000  0,0010
537	  0,0008  0,5164  0,0000  0,0012
538	  0,0005  0,5169  0,0000  0,0015
539	  0,0003  0,5183  0,0000  0,0019
540	  0,0002  0,5194  0,0000  0,0025
541	  0,0002  0,5215  0,0000  0,0030
542	  0,0001  0,5237  0,0000  0,0029
543	  0,0001  0,5262  0,0000  0,0023
544	  0,0001  0,5298  0,0000  0,0016
545	  0,0001  0,5340  0,0000  0,0011
546	  0,0001  0,5383  0,0000  0,0007
547	  0,0001  0,5423  0,0000  0,0005
548	  0,0001  0,5453  0,0000  0,0004
549	  0,0001  0,5488  0,0000  0,0003
550	  0,0001  0,5517  0,0000  0,0003
551	  0,0002  0,5554  0,0000  0,0002
552	  0,0001  0,5585  0,0000  0,0002
553	  0,0001  0,5633  0,0000  0,0002
554	  0,0001  0,5680  0,0000  0,0002
555	  0,0001  0,5736  0,0000  0,0002
556	  0,0000  0,5790  0,0000  0,0002
557	  0,0000  0,5834  0,0000  0,0002
558	  0,0000  0,5860  0,0000  0,0002
559	  0,0000  0,5859  0,0000  0,0002
560	  0,0000  0,5837  0,0000  0,0002
561	  0,0000  0,5800  0,0000  0,0003
562	  0,0000  0,5751  0,0000  0,0003
563	  0,0000  0,5707  0,0000  0,0005
564	  0,0000  0,5670  0,0000  0,0007
565	  0,0000  0,5642  0,0000  0,0011
566	  0,0000  0,5630  0,0000  0,0015
567	  0,0000  0,5634  0,0000  0,0015
568	  0,0000  0,5627  0,0000  0,0010
569	  0,0000  0,5623  0,0000  0,0006
570	  0,0000  0,5602  0,0000  0,0004
571	  0,0000  0,5564  0,0000  0,0003
572	  0,0000  0,5515  0,0000  0,0002
573	  0,0000  0,5467  0,0000  0,0001
574	  0,0000  0,5429  0,0000  0,0001
575	  0,0000  0,5409  0,0000  0,0001
576	  0,0000  0,5407  0,0000  0,0001
577	  0,0000  0,5429  0,0000  0,0001
578	  0,0000  0,5465  0,0000  0,0001
579	  0,0000  0,5511  0,0000  0,0001
580	  0,0000  0,5559  0,0000  0,0001
581	  0,0000  0,5593  0,0000  0,0001
582	  0,0000  0,5614  0,0000  0,0001
583	  0,0000  0,5619  0,0000  0,0001
584	  0,0000  0,5628  0,0000  0,0001
585	  0,0000  0,5641  0,0000  0,0002
586	  0,0000  0,5676  0,0000  0,0003
587	  0,0000  0,5740  0,0000  0,0007
588	  0,0000  0,5811  0,0000  0,0016
589	  0,0000  0,5866  0,0000  0,0018
590	  0,0000  0,5826  0,0000  0,0007
591	  0,0000  0,5589  0,0000  0,0002
592	  0,0000  0,5063  0,0000  0,0001
593	  0,0000  0,4262  0,0000  0,0001
594	  0,0000  0,3334  0,0000  0,0000
595	  0,0000  0,2471  0,0000  0,0000
596	  0,0000  0,1775  0,0000  0,0000
597	  0,0000  0,1266  0,0000  0,0000
598	  0,0000  0,0910  0,0000  0,0000
599	  0,0000  0,0663  0,0000  0,0000
600	  0,0000  0,0493  0,0000  0,0000
601	  0,0000  0,0373  0,0000  0,0000
602	  0,0000  0,0288  0,0001  0,0000
603	  0,0000  0,0226  0,0001  0,0000
604	  0,0000  0,0179  0,0001  0,0000
605	  0,0000  0,0143  0,0001  0,0000
606	  0,0000  0,0115  0,0001  0,0000
607	  0,0000  0,0092  0,0001  0,0000
608	  0,0000  0,0074  0,0001  0,0000
609	  0,0000  0,0059  0,0001  0,0000
610	  0,0000  0,0047  0,0001  0,0000
611	  0,0000  0,0037  0,0001  0,0000
612	  0,0000  0,0029  0,0002  0,0000
613	  0,0000  0,0023  0,0002  0,0000
614	  0,0000  0,0019  0,0003  0,0000
615	  0,0000  0,0015  0,0004  0,0000
616	  0,0000  0,0012  0,0006  0,0000
617	  0,0000  0,0010  0,0010  0,0000
618	  0,0000  0,0008  0,0016  0,0000
619	  0,0000  0,0007  0,0026  0,0000
620	  0,0000  0,0006  0,0045  0,0000
621	  0,0000  0,0005  0,0077  0,0000
622	  0,0000  0,0004  0,0129  0,0000
623	  0,0000  0,0004  0,0204  0,0000
624	  0,0000  0,0003  0,0300  0,0000
625	  0,0000  0,0003  0,0423  -0,0001
626	  0,0000  0,0003  0,0591  0,0000
627	  0,0000  0,0003  0,0841  0,0000
628	  0,0000  0,0003  0,1234  0,0000
629	  0,0000  0,0002  0,1855  0,0000
630	  0,0000  0,0002  0,2775  0,0000
631	  0,0000  0,0002  0,3911  0,0000
632	  0,0000  0,0002  0,4921  0,0000
633	  0,0000  0,0002  0,5497  0,0000
634	  0,0000  0,0002  0,5673  0,0000
635	  0,0000  0,0002  0,5683  0,0000
636	  0,0000  0,0002  0,5672  0,0000
637	  0,0000  0,0002  0,5703  0,0000
638	  0,0000  0,0002  0,5759  0,0000
639	  0,0000  0,0002  0,5811  0,0000
640	  0,0000  0,0002  0,5850  0,0000
641	  0,0000  0,0001  0,5875  0,0000
642	  0,0000  0,0001  0,5874  0,0000
643	  0,0000  0,0001  0,5861  0,0000
644	  0,0000  0,0001  0,5838  0,0000
645	  0,0000  0,0001  0,5812  0,0000
646	  0,0000  0,0001  0,5783  0,0000
647	  0,0000  0,0001  0,5757  0,0000
648	  0,0000  0,0000  0,5731  0,0000
649	  0,0000  0,0000  0,5708  0,0000
650	  0,0000  0,0000  0,5689  0,0001
651	  0,0000  0,0000  0,5661  0,0000
652	  0,0000  0,0000  0,5628  0,0000
653	  0,0000  0,0000  0,5592  0,0000
654	  0,0000  0,0000  0,5547  0,0000
655	  0,0000  0,0000  0,5496  0,0000
656	  0,0000  0,0000  0,5444  0,0001
657	  0,0000  0,0000  0,5400  0,0000
658	  0,0000  0,0000  0,5367  0,0001
659	  0,0000  0,0000  0,5353  0,0000
660	  0,0000  0,0000  0,5353  0,0000
661	  0,0000  0,0000  0,5361  0,0000
662	  0,0000  0,0000  0,5378  0,0001
663	  0,0000  0,0000  0,5398  0,0000
664	  0,0000  0,0000  0,5419  0,0000
665	  0,0000  0,0000  0,5436  0,0000
666	  0,0000  0,0000  0,5447  0,0000
667	  0,0000  0,0000  0,5466  0,0001
668	  0,0000  0,0000  0,5487  0,0001
669	  0,0000  0,0000  0,5515  0,0000
670	  0,0000  0,0000  0,5550  0,0000
671	  0,0000  0,0000  0,5582  0,0000
672	  0,0000  0,0000  0,5618  0,0000
673	  0,0000  0,0000  0,5654  0,0000
674	  0,0000  0,0000  0,5683  0,0001
675	  0,0000  0,0000  0,5711  0,0000
676	  0,0000  0,0000  0,5737  0,0001
677	  0,0000  0,0000  0,5762  0,0001
678	  0,0000  0,0000  0,5782  0,0001
679	  0,0000  0,0000  0,5798  0,0001
680	  0,0000  0,0000  0,5799  0,0001
681	  0,0000  0,0000  0,5792  0,0001
682	  0,0000  0,0000  0,5777  0,0001
683	  0,0000  0,0000  0,5765  0,0001
684	  0,0000  0,0000  0,5770  0,0001
685	  0,0000  0,0000  0,5798  0,0001
686	  0,0000  0,0000  0,5832  0,0001
687	  0,0000  0,0000  0,5804  0,0001
688	  0,0000  0,0000  0,5570  0,0001
689	  0,0000  0,0000  0,4990  0,0001
690	  0,0000  0,0000  0,4061  0,0001
691	  0,0000  0,0000  0,3015  0,0002
692	  0,0000  0,0000  0,2111  0,0002
693	  0,0001  0,0000  0,1446  0,0002
694	  0,0001  0,0000  0,0997  0,0002
695	  0,0001  0,0000  0,0701  0,0002
696	  0,0000  0,0000  0,0507  0,0002
697	  0,0000  0,0000  0,0376  0,0002
698	  0,0000  0,0000  0,0286  0,0003
699	  0,0001  0,0000  0,0222  0,0003
700	  0,0001  0,0000  0,0173  0,0003
701	  0,0001  0,0000  0,0136  0,0003
702	  0,0004  0,0000  0,0106  0,0004
703	  0,0005  0,0000  0,0081  0,0004
704	  0,0001  0,0000  0,0061  0,0004
705	  0,0001  0,0000  0,0045  0,0004
706	  0,0000  0,0000  0,0033  0,0005
707	  0,0000  0,0000  0,0024  0,0005
708	  0,0000  0,0000  0,0017  0,0005
709	  0,0000  0,0000  0,0012  0,0005
710	  0,0000  0,0000  0,0009  0,0006
711	  0,0000  0,0000  0,0007  0,0006
712	  0,0000  0,0000  0,0005  0,0006
713	  0,0000  0,0000  0,0004  0,0007
714	  0,0000  0,0000  0,0003  0,0007
715	  0,0000  0,0000  0,0002  0,0008
716	  0,0000  0,0000  0,0002  0,0008
717	  0,0000  0,0000  0,0001  0,0009
718	  0,0000  0,0000  0,0001  0,0010
719	  0,0000  0,0000  0,0001  0,0010
720	  0,0000  0,0000  0,0001  0,0011
721	  0,0000  0,0000  0,0001  0,0012
722	  0,0000  0,0000  0,0001  0,0013
723	  0,0000  0,0000  0,0001  0,0014
724	  0,0000  0,0000  0,0000  0,0016
725	  0,0000  0,0000  0,0000  0,0017
726	  0,0000  0,0000  0,0000  0,0019
727	  0,0000  0,0000  0,0000  0,0021
728	  0,0000  0,0000  0,0000  0,0024
729	  0,0001  0,0000  0,0000  0,0026
730	  0,0001  0,0000  0,0000  0,0029
731	  0,0003  0,0000  0,0000  0,0033
732	  0,0007  0,0000  0,0000  0,0037
733	  0,0017  0,0000  0,0000  0,0042
734	  0,0020  0,0000  0,0000  0,0047
735	  0,0014  0,0000  0,0000  0,0054
736	  0,0011  0,0000  0,0000  0,0062
737	  0,0010  0,0000  0,0000  0,0071
738	  0,0009  0,0000  0,0000  0,0081
739	  0,0006  0,0000  0,0000  0,0095
740	  0,0004  0,0000  0,0000  0,0110
741	  0,0002  0,0000  0,0000  0,0127
742	  0,0001  0,0000  0,0000  0,0148
743	  0,0001  0,0000  0,0000  0,0173
744	  0,0000  0,0000  0,0000  0,0202
745	  0,0000  0,0000  0,0000  0,0238
746	  0,0000  0,0000  0,0000  0,0280
747	  0,0000  0,0000  0,0000  0,0331
748	  0,0000  0,0000  0,0000  0,0393
749	  0,0000  0,0000  0,0000  0,0466
750	  0,0000  0,0001  0,0000  0,0551
751	  0,0000  0,0001  0,0000  0,0651
752	  0,0000  0,0002  0,0000  0,0768
753	  0,0000  0,0003  0,0000  0,0910
754	  0,0000  0,0003  0,0000  0,1069
755	  0,0000  0,0002  0,0000  0,1257
756	  0,0000  0,0001  0,0000  0,1472
757	  0,0000  0,0001  0,0000  0,1718
758	  0,0000  0,0000  0,0000  0,1999
759	  0,0000  0,0000  0,0000  0,2313
760	  0,0000  0,0000  0,0000  0,2650
761	  0,0000  0,0000  0,0000  0,3006
762	  0,0000  0,0000  0,0000  0,3373
763	  0,0000  0,0000  0,0000  0,3735
764	  0,0000  0,0000  0,0000  0,4082
765	  0,0000  0,0000  0,0000  0,4408
766	  0,0000  0,0000  0,0000  0,4705
767	  0,0000  0,0000  0,0000  0,4972
768	  0,0000  0,0000  0,0000  0,5178
769	  0,0000  0,0000  0,0000  0,5367
770	  0,0001  0,0000  0,0000  0,5506
771	  0,0002  0,0000  0,0000  0,5607
772	  0,0008  0,0000  0,0000  0,5670
773	  0,0011  0,0000  0,0000  0,5710
774	  0,0003  0,0000  0,0000  0,5719
775	  0,0001  0,0000  0,0000  0,5708
776	  0,0001  0,0000  0,0000  0,5686
777	  0,0000  0,0000  0,0000  0,5645
778	  0,0000  0,0000  0,0000  0,5618
779	  0,0000  0,0000  0,0000  0,5573
780	  0,0000  0,0000  0,0000  0,5537
781	  0,0000  0,0000  0,0000  0,5503
782	  0,0000  0,0000  0,0000  0,5473
783	  0,0000  0,0000  0,0000  0,5435
784	  0,0000  0,0000  0,0000  0,5410
785	  0,0000  0,0000  0,0000  0,5383
786	  0,0000  0,0000  0,0000  0,5364
787	  0,0000  0,0000  0,0000  0,5333
788	  0,0000  0,0000  0,0000  0,5318
789	  0,0000  0,0000  0,0000  0,5296
790	  0,0000  0,0000  0,0000  0,5291
791	  0,0000  0,0000  0,0000  0,5280
792	  0,0000  0,0000  0,0000  0,5276
793	  0,0000  0,0000  0,0000  0,5263
794	  0,0000  0,0000  0,0000  0,5276
795	  0,0000  0,0000  0,0000  0,5271
796	  0,0000  0,0000  0,0000  0,5285
797	  0,0000  0,0000  0,0000  0,5277
798	  0,0000  0,0000  0,0000  0,5271
799	  0,0000  0,0000  0,0000  0,5273
800	  0,0000  0,0000  0,0000  0,5270
801	  0,0000  0,0000  0,0000  0,5270
802	  0,0000  0,0000  0,0000  0,5294
803	  0,0000  0,0000  0,0000  0,5297
804	  0,0000  0,0000  0,0000  0,5300
805	  0,0000  0,0000  0,0000  0,5317
806	  0,0000  0,0001  0,0000  0,5336
807	  0,0000  0,0001  0,0000  0,5352
808	  0,0000  0,0002  0,0000  0,5350
809	  0,0000  0,0003  0,0000  0,5354
810	  0,0000  0,0006  0,0000  0,5379
811	  0,0000  0,0007  0,0000  0,5405
812	  0,0000  0,0004  0,0000  0,5416
813	  0,0000  0,0002  0,0000  0,5433
814	  0,0000  0,0001  0,0000  0,5467
815	  0,0000  0,0001  0,0000  0,5477
816	  0,0000  0,0001  0,0000  0,5519
817	  0,0000  0,0001  0,0000  0,5549
818	  0,0000  0,0000  0,0000  0,5552
819	  0,0000  0,0000  0,0000  0,5591
820	  0,0000  0,0000  0,0000  0,5609
821	  0,0000  0,0000  0,0000  0,5631
822	  0,0000  0,0000  0,0000  0,5656
823	  0,0000  0,0000  0,0000  0,5690
824	  0,0000  0,0000  0,0000  0,5714
825	  0,0000  0,0000  0,0000  0,5743
826	  0,0000  0,0000  0,0000  0,5771
827	  0,0000  0,0000  0,0000  0,5793
828	  0,0000  0,0000  0,0000  0,5807
829	  0,0000  0,0000  0,0000  0,5839
830	  0,0000  0,0000  0,0000  0,5858
831	  0,0000  0,0000  0,0000  0,5870
832	  0,0000  0,0000  0,0000  0,5875
833	  0,0000  0,0000  0,0000  0,5896
834	  0,0000  0,0000  0,0000  0,5908
835	  0,0000  0,0000  0,0000  0,5917
836	  0,0000  0,0000  0,0000  0,5899
837	  0,0000  0,0000  0,0000  0,5906
838	  0,0000  0,0000  0,0000  0,5904
839	  0,0000  0,0001  0,0000  0,5894
840	  0,0000  0,0001  0,0000  0,5877
841	  0,0000  0,0001  0,0000  0,5858
842	  0,0000  0,0001  0,0000  0,5841
843	  0,0000  0,0001  0,0000  0,5807
844	  0,0000  0,0001  0,0000  0,5764
845	  0,0000  0,0001  0,0000  0,5724
846	  0,0000  0,0001  0,0000  0,5720
847	  0,0000  0,0001  0,0000  0,5653
848	  0,0000  0,0001  0,0000  0,5609
849	  0,0000  0,0001  0,0000  0,5560
850	  0,0000  0,0001  0,0000  0,5515
851	  0,0000  0,0001  0,0000  0,5478
852	  0,0000  0,0001  0,0000  0,5420
853	  0,0000  0,0001  0,0000  0,5360
854	  0,0000  0,0001  0,0000  0,5336
855	  0,0000  0,0001  0,0000  0,5252
856	  0,0000  0,0001  0,0000  0,5207
857	  0,0000  0,0001  0,0000  0,5222
858	  0,0000  0,0001  0,0000  0,5178
859	  0,0000  0,0001  0,0000  0,5136
860	  0,0000  0,0001  0,0000  0,5121
861	  0,0000  0,0001  0,0000  0,5080
862	  0,0000  0,0001  0,0000  0,5077
863	  0,0000  0,0001  0,0000  0,5021
864	  0,0000  0,0001  0,0000  0,5029
865	  0,0000  0,0001  0,0000  0,4981
866	  0,0000  0,0001  0,0000  0,5033
867	  0,0000  0,0001  0,0000  0,5019
868	  0,0000  0,0001  0,0000  0,5067
869	  0,0000  0,0001  0,0000  0,5027
870	  0,0000  0,0001  0,0000  0,5053
871	  0,0000  0,0001  0,0000  0,5140
872	  0,0000  0,0001  0,0000  0,5186
873	  0,0000  0,0001  0,0000  0,5167
874	  0,0000  0,0001  0,0000  0,5186
875	  0,0000  0,0001  0,0000  0,5327
876	  0,0000  0,0001  0,0000  0,5335
877	  0,0000  0,0001  0,0000  0,5509
878	  0,0000  0,0001  0,0000  0,5446
879	  0,0001  0,0001  0,0000  0,5470
880	  0,0001  0,0001  0,0000  0,5493
881	  0,0002  0,0001  0,0000  0,5486
882	  0,0002  0,0000  0,0000  0,5467
883	  0,0003  0,0000  0,0000  0,5421
884	  0,0003  0,0000  0,0000  0,5346
885	  0,0002  0,0000  0,0000  0,5244
886	  0,0001  0,0000  0,0000  0,5109
887	  0,0001  0,0000  0,0000  0,4940
888	  0,0001  0,0000  0,0000  0,4722
889	  0,0001  0,0000  0,0000  0,4500
890	  0,0000  0,0000  0,0000  0,4235
891	  0,0000  0,0000  0,0000  0,3942
892	  0,0000  0,0000  0,0000  0,3667
893	  0,0000  0,0000  0,0000  0,3360
894	  0,0000  0,0000  0,0000  0,3075
895	  0,0000  0,0000  0,0000  0,2792
896	  0,0000  0,0000  0,0000  0,2521
897	  0,0000  0,0000  0,0000  0,2263
898	  0,0000  0,0000  0,0000  0,2039
899	  0,0000  0,0000  0,0000  0,1825
900	  0,0000  0,0000  0,0000  0,1626
901	  0,0000  0,0000  0,0000  0,1456
902	  0,0000  0,0000  0,0000  0,1301
903	  0,0000  0,0000  0,0000  0,1160
904	  0,0000  0,0000  0,0001  0,1038
905	  0,0000  0,0000  0,0001  0,0928
906	  0,0000  0,0000  0,0001  0,0827
907	  0,0000  0,0000  0,0001  0,0740
908	  0,0000  0,0000  0,0001  0,0666
909	  0,0000  0,0000  0,0001  0,0597
910	  0,0000  0,0000  0,0001  0,0538
911	  0,0000  0,0000  0,0001  0,0487
912	  0,0000  0,0000  0,0001  0,0439
913	  0,0000  0,0000  0,0002  0,0397
914	  0,0000  0,0000  0,0002  0,0360
915	  0,0000  0,0000  0,0002  0,0327
916	  0,0000  0,0000  0,0003  0,0296
917	  0,0000  0,0000  0,0003  0,0271
918	  0,0000  0,0000  0,0004  0,0248
919	  0,0000  0,0000  0,0005  0,0225
920	  0,0000  0,0000  0,0006  0,0207
921	  0,0000  0,0000  0,0006  0,0191
922	  0,0000  0,0000  0,0007  0,0174
923	  0,0000  0,0000  0,0008  0,0161
924	  0,0000  0,0000  0,0008  0,0150
925	  0,0000  0,0000  0,0009  0,0137
926	  0,0000  0,0000  0,0009  0,0126
927	  0,0000  0,0000  0,0010  0,0119
928	  0,0000  0,0000  0,0011  0,0110
929	  0,0000  0,0000  0,0013  0,0102
930	  0,0000  0,0000  0,0016  0,0096
931	  0,0000  0,0000  0,0019  0,0088
932	  0,0000  0,0000  0,0025  0,0084
933	  0,0000  0,0000  0,0033  0,0078
934	  0,0000  0,0000  0,0046  0,0073
935	  0,0000  0,0000  0,0060  0,0069
936	  0,0000  0,0000  0,0063  0,0065
937	  0,0000  0,0000  0,0051  0,0061
938	  0,0000  0,0000  0,0035  0,0057
939	  0,0000  0,0000  0,0023  0,0054
940	  0,0000  0,0000  0,0016  0,0052
941	  0,0000  0,0000  0,0011  0,0048
942	  0,0000  0,0000  0,0009  0,0046
943	  0,0000  0,0000  0,0007  0,0044
944	  0,0000  0,0000  0,0006  0,0042
945	  0,0000  0,0000  0,0004  0,0039
946	  0,0000  0,0000  0,0004  0,0038
947	  0,0000  0,0000  0,0003  0,0036
948	  0,0000  0,0000  0,0003  0,0034
949	  0,0000  0,0000  0,0003  0,0033
950	  0,0000  0,0000  0,0003  0,0032
951	  0,0000  0,0000  0,0000  0,0029
952	  0,0000  0,0000  0,0000  0,0029
953	  0,0000  0,0000  0,0000  0,0028
954	  0,0000  0,0000  0,0000  0,0027
955	  0,0000  0,0000  0,0000  0,0025
956	  0,0000  0,0000  0,0000  0,0025
957	  0,0000  0,0000  0,0000  0,0024
958	  0,0000  0,0000  0,0000  0,0023
959	  0,0000  0,0000  0,0000  0,0022
960	  0,0000  0,0000  0,0000  0,0022
961	  0,0000  0,0000  0,0000  0,0020
962	  0,0000  0,0000  0,0000  0,0019
963	  0,0000  0,0000  0,0000  0,0019
964	  0,0000  0,0000  0,0000  0,0019
965	  0,0000  0,0000  0,0000  0,0018
966	  0,0000  0,0000  0,0000  0,0018
967	  0,0000  0,0000  0,0000  0,0017
968	  0,0000  0,0000  0,0000  0,0016
969	  0,0000  0,0000  0,0000  0,0016
970	  0,0000  0,0000  0,0000  0,0014
971	  0,0000  0,0000  0,0000  0,0016
972	  0,0000  0,0000  0,0000  0,0014
973	  0,0000  0,0000  0,0000  0,0014
974	  0,0000  0,0000  0,0000  0,0014
975	  0,0000  0,0000  0,0000  0,0013
976	  0,0000  0,0000  0,0000  0,0013
977	  0,0000  0,0000  0,0000  0,0013
978	  0,0000  0,0000  0,0000  0,0012
979	  0,0000  0,0000  0,0000  0,0012
980	  0,0000  0,0000  0,0000  0,0011
981	  0,0000  0,0000  0,0000  0,0013
982	  0,0000  0,0000  0,0000  0,0011
983	  0,0000  0,0000  0,0000  0,0012
984	  0,0000  0,0000  0,0000  0,0011
985	  0,0000  0,0000  0,0000  0,0011
986	  0,0000  0,0000  0,0000  0,0012
987	  0,0000  0,0000  0,0000  0,0010
988	  0,0000  0,0000  0,0000  0,0011
989	  0,0000  0,0000  0,0000  0,0011
990	  0,0000  0,0000  0,0000  0,0010
991	  0,0000  0,0000  0,0000  0,0010
992	  0,0000  0,0000  0,0000  0,0010
993	  0,0000  0,0000  0,0000  0,0010
994	  0,0000  0,0000  0,0000  0,0010
995	  0,0000  0,0000  0,0000  0,0009
996	  0,0000  0,0000  0,0000  0,0010
997	  0,0000  0,0000  0,0000  0,0009
998	  0,0000  0,0000  0,0000  0,0009
999	  0,0000  0,0000  0,0000  0,0009
1000  0,0000  0,0000  0,0000  0,0009
