0.43750 1769.49000 0.00950
0.44000 1824.85000 0.32100
0.44250 1954.82000 0.72500
0.44500 1945.83000 0.74000
0.44750 2006.31000 0.75900
0.45000 2091.29000 0.77000
0.45250 2030.63000 0.78100
0.45500 2067.89000 0.78400
0.45750 2119.47000 0.79350
0.46000 2054.87000 0.79600
0.46250 2118.79000 0.80050
0.46500 2020.21000 0.80600
0.46750 2002.85000 0.80400
0.47000 1985.71000 0.80700
0.47250 2087.35000 0.81700
0.47500 2100.24000 0.82000
0.47750 2111.23000 0.82750
0.48000 2094.62000 0.84000
0.48250 2077.29000 0.84700
0.48500 1937.35000 0.86200
0.48750 1869.08000 0.87650
0.49000 2026.04000 0.88600
0.49250 1943.63000 0.91050
0.49500 2033.88000 0.92800
0.49750 1976.76000 0.94150
0.50000 1933.93000 0.96900
0.50250 1897.68000 0.96850
0.50500 1957.79000 1.00000
0.50750 1983.97000 0.98750
0.51000 1898.67000 0.43700
0.51250 1905.78000 0.01900
