0.50000 1933.93000 0.02700
0.50250 1897.68000 0.00000
0.50500 1957.79000 0.00000
0.50750 1983.97000 0.00000
0.51000 1898.67000 0.00000
0.51250 1905.78000 0.00000
0.51500 1849.84000 0.00000
0.51750 1621.80000 0.00000
0.52000 1812.98000 0.00000
0.52250 1818.91000 0.00000
0.52500 1896.27000 0.00000
0.52750 1757.37000 0.00050
0.53000 1892.09000 0.00000
0.53250 1886.49000 0.00050
0.53500 1880.53000 0.00100
0.53750 1866.72000 0.00000
0.54000 1805.46000 0.00000
0.54250 1850.26000 0.00000
0.54500 1878.48000 0.00000
0.54750 1854.86000 0.00050
0.55000 1879.38000 0.00000
0.55250 1870.02000 0.00000
0.55500 1882.64000 0.00000
0.55750 1803.69000 0.00000
0.56000 1767.56000 0.00000
0.56250 1785.57000 0.00000
0.56500 1793.63000 0.00000
0.56750 1806.58000 0.00000
0.57000 1783.84000 0.00000
0.57250 1832.46000 0.00000
0.57500 1801.43000 0.00000
0.57750 1800.84000 0.00000
0.58000 1798.24000 0.00000
0.58250 1824.26000 0.00000
0.58500 1791.71000 0.00000
0.58750 1792.69000 0.00000
0.59000 1693.47000 0.00000
0.59250 1767.25000 0.00000
0.59500 1756.89000 0.00000
0.59750 1764.90000 0.00000
0.60000 1742.80000 0.00000
0.60250 1716.17000 0.00000
0.60500 1747.41000 0.00000
0.60750 1721.88000 0.00000
0.61000 1686.83000 0.02200
0.61250 1683.58000 0.00000
0.61500 1669.34000 0.00000
0.61750 1635.24000 0.00000
0.62000 1674.74000 0.00000
0.62250 1656.05000 0.00000
0.62500 1623.34000 0.00000
0.62750 1671.77000 0.00000
0.63000 1643.19000 0.00000
0.63250 1635.94000 0.00050
0.63500 1630.40000 0.00000
0.63750 1644.03000 0.00000
0.64000 1600.15000 0.00000
0.64250 1602.35000 0.00000
0.64500 1589.42000 0.00100
0.64750 1593.50000 0.00000
0.65000 1570.38000 0.00000
0.65250 1576.49000 0.00000
0.65500 1511.68000 0.00000
0.65750 1457.29000 0.00000
0.66000 1539.89000 0.00000
0.66250 1545.07000 0.00000
0.66500 1535.77000 0.00000
0.66750 1517.23000 0.00000
0.67000 1516.04000 0.00000
0.67250 1500.44000 0.00000
0.67500 1487.16000 0.00000
0.67750 1483.62000 0.00100
0.68000 1476.74000 0.00200
0.68250 1469.11000 0.00550
0.68500 1447.72000 0.02100
0.68750 1462.35000 0.10850
0.69000 1474.88000 0.49100
0.69250 1458.56000 0.94900
0.69500 1444.21000 0.99800
0.69750 1431.85000 0.99950
0.70000 1442.87000 0.99800
0.70250 1425.93000 0.99150
0.70500 1440.97000 0.98700
0.70750 1418.26000 0.98550
0.71000 1401.80000 0.98200
0.71250 1373.39000 0.97400
0.71500 1363.92000 0.96600
0.71750 1369.00000 0.96400
0.72000 1353.52000 0.96100
0.72250 1349.52000 0.94550
0.72500 1344.41000 0.93900
0.72750 1337.90000 0.89800
0.73000 1323.01000 0.42500
0.73250 1324.26000 0.09400
0.73500 1315.27000 0.02000
0.73750 1301.95000 0.00550
