0.48750 1869.08000 0.00011
0.49000 2026.04000 0.00101
0.49250 1943.63000 0.00323
0.49500 2033.88000 0.00900
0.49750 1976.76000 0.03300
0.50000 1933.93000 0.12427
0.50250 1897.68000 0.39786
0.50500 1957.79000 0.71482
0.50750 1983.97000 0.82422
0.51000 1898.67000 0.84898
0.51250 1905.78000 0.86117
0.51500 1849.84000 0.85824
0.51750 1621.80000 0.85711
0.52000 1812.98000 0.86061
0.52250 1818.91000 0.85148
0.52500 1896.27000 0.85732
0.52750 1757.37000 0.86069
0.53000 1892.09000 0.86026
0.53250 1886.49000 0.87184
0.53500 1880.53000 0.88866
0.53750 1866.72000 0.90416
0.54000 1805.46000 0.91173
0.54250 1850.26000 0.90636
0.54500 1878.48000 0.91986
0.54750 1854.86000 0.91624
0.55000 1879.38000 0.89270
0.55250 1870.02000 0.87814
0.55500 1882.64000 0.87569
0.55750 1803.69000 0.87242
0.56000 1767.56000 0.88990
0.56250 1785.57000 0.88002
0.56500 1793.63000 0.88240
0.56750 1806.58000 0.90236
0.57000 1783.84000 0.90755
0.57250 1832.46000 0.91406
0.57500 1801.43000 0.91955
0.57750 1800.84000 0.92274
0.58000 1798.24000 0.93007
0.58250 1824.26000 0.94321
0.58500 1791.71000 0.94027
0.58750 1792.69000 0.94491
0.59000 1693.47000 0.94246
0.59250 1767.25000 0.94314
0.59500 1756.89000 0.93384
0.59750 1764.90000 0.93934
0.60000 1742.80000 0.95242
0.60250 1716.17000 0.96781
0.60500 1747.41000 0.96788
0.60750 1721.88000 0.95930
0.61000 1686.83000 0.94934
0.61250 1683.58000 0.95027
0.61500 1669.34000 0.95581
0.61750 1635.24000 0.96369
0.62000 1674.74000 0.96594
0.62250 1656.05000 0.97486
0.62500 1623.34000 0.97790
0.62750 1671.77000 0.96933
0.63000 1643.19000 0.97291
0.63250 1635.94000 0.96776
0.63500 1630.40000 0.96683
0.63750 1644.03000 0.96898
0.64000 1600.15000 0.98097
0.64250 1602.35000 0.97276
0.64500 1589.42000 0.95326
0.64750 1593.50000 0.96069
0.65000 1570.38000 0.96945
0.65250 1576.49000 0.96858
0.65500 1511.68000 0.97706
0.65750 1457.29000 0.98904
0.66000 1539.89000 0.98797
0.66250 1545.07000 0.99929
0.66500 1535.77000 0.99906
0.66750 1517.23000 0.99457
0.67000 1516.04000 0.98586
0.67250 1500.44000 0.93481
0.67500 1487.16000 0.61020
0.67750 1483.62000 0.21701
0.68000 1476.74000 0.05756
0.68250 1469.11000 0.01903
0.68500 1447.72000 0.00766
0.68750 1462.35000 0.00376
0.69000 1474.88000 0.00154
0.69250 1458.56000 0.00011
