   4.000000e-01   1.614090e+03   1.040000e-06   2.590000e-06   1.222000e-05   7.170000e-06   1.110000e-06   3.186000e-05   3.010000e-06   1.140000e-06   3.280000e-06   1.000000e-08   0.000000e+00   0.000000e+00   0.000000e+00
   4.025000e-01   1.631090e+03   1.350000e-07   3.500000e-08   9.770350e-04   3.101500e-05   9.800000e-07   3.207000e-05   4.887500e-05   6.400000e-06   2.250000e-07   5.500000e-08   0.000000e+00   0.000000e+00   0.000000e+00
   4.050000e-01   1.648090e+03   8.000000e-08   2.000000e-08   1.310000e-06   2.488000e-05   8.258000e-05   1.680000e-06   2.786000e-05   2.260000e-06   4.560000e-06   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   4.075000e-01   1.677190e+03   5.550000e-07   2.135000e-06   1.750000e-07   2.101000e-05   1.435000e-06   6.111500e-05   2.725000e-06   6.250000e-06   9.550000e-06   2.500000e-08   0.000000e+00   0.000000e+00   0.000000e+00
   4.100000e-01   1.706290e+03   5.000000e-08   3.020000e-06   6.530000e-06   2.476000e-05   1.880000e-06   7.718600e-04   2.040000e-06   7.800000e-07   7.000000e-08   2.000000e-08   0.000000e+00   0.000000e+00   0.000000e+00
   4.125000e-01   1.744890e+03   1.080000e-06   5.500000e-08   2.767000e-05   6.007500e-05   3.792000e-05   1.523000e-05   4.885000e-05   5.445000e-06   8.750000e-07   2.000000e-08   0.000000e+00   0.000000e+00   0.000000e+00
   4.150000e-01   1.783490e+03   8.200000e-06   4.000000e-08   7.800000e-07   6.200000e-07   7.530000e-06   2.500000e-07   2.070000e-06   6.400000e-07   4.409000e-05   9.000000e-08   0.000000e+00   0.000000e+00   0.000000e+00
   4.175000e-01   1.750190e+03   5.315000e-06   6.150000e-07   2.500000e-08   3.070500e-05   2.010000e-06   6.505000e-06   3.996000e-04   4.000000e-08   1.028500e-05   4.500000e-08   0.000000e+00   0.000000e+00   0.000000e+00
   4.200000e-01   1.716890e+03   6.130000e-06   2.340000e-06   5.000000e-08   1.370000e-06   4.900000e-07   1.179600e-04   7.365000e-05   7.700000e-07   6.120000e-06   1.000000e-08   0.000000e+00   0.000000e+00   0.000000e+00
   4.225000e-01   1.705190e+03   1.746500e-05   3.250000e-07   4.400000e-07   1.548500e-05   1.520000e-06   8.173000e-05   1.851000e-05   1.375000e-06   7.400000e-07   1.850000e-07   0.000000e+00   0.000000e+00   0.000000e+00
   4.250000e-01   1.693490e+03   2.146500e-04   2.000000e-07   9.400000e-07   2.185000e-05   1.972000e-05   1.022700e-04   5.869000e-05   4.061000e-05   8.980000e-06   1.200000e-07   0.000000e+00   0.000000e+00   0.000000e+00
   4.275000e-01   1.597690e+03   1.763720e-03   9.250000e-07   5.350000e-07   1.049000e-05   7.970000e-06   4.150000e-06   1.707500e-05   2.440000e-06   6.810000e-06   1.235000e-06   0.000000e+00   0.000000e+00   0.000000e+00
   4.300000e-01   1.501890e+03   3.114280e-02   2.420000e-06   7.750000e-06   5.660000e-06   1.239100e-04   1.980000e-06   7.600000e-07   4.600000e-07   9.090000e-06   2.170000e-06   0.000000e+00   0.000000e+00   0.000000e+00
   4.325000e-01   1.630990e+03   3.372470e-01   3.848500e-05   1.130000e-06   1.954750e-04   1.345000e-06   2.010000e-06   2.565000e-06   5.750000e-07   2.073000e-05   4.230000e-05   0.000000e+00   0.000000e+00   0.000000e+00
   4.350000e-01   1.760090e+03   8.528990e-01   1.381000e-05   3.100000e-07   9.080000e-06   6.720000e-06   1.205000e-05   6.645000e-05   2.040000e-06   1.317000e-05   9.700000e-07   0.000000e+00   0.000000e+00   0.000000e+00
   4.375000e-01   1.775240e+03   8.811060e-01   1.513000e-05   1.097000e-05   4.170000e-05   1.300150e-04   1.103500e-05   1.028150e-04   4.425000e-06   2.710000e-06   1.280000e-06   0.000000e+00   0.000000e+00   0.000000e+00
   4.400000e-01   1.790390e+03   9.142310e-01   3.119000e-05   2.060900e-04   4.610000e-05   1.027000e-05   8.650000e-06   3.296000e-05   1.514000e-05   4.949000e-05   8.100000e-07   0.000000e+00   0.000000e+00   0.000000e+00
   4.425000e-01   1.859940e+03   9.381100e-01   3.340750e-04   3.385000e-06   3.553650e-04   1.985000e-04   4.180500e-05   2.578000e-05   6.288500e-05   1.146000e-05   1.670000e-06   0.000000e+00   0.000000e+00   0.000000e+00
